loss,acc,recall_1,precision_1,auc_1,true_positives_1,true_negatives_1,false_negatives_1,false_positives_1,val_loss,val_acc,val_recall_1,val_precision_1,val_auc_1,val_true_positives_1,val_true_negatives_1,val_false_negatives_1,val_false_positives_1
1.0284591913223267,0.7212203145027161,0.4382488429546356,0.8460487127304077,0.8792175054550171,38370.0,343230.0,49183.0,6982.0,0.6021779179573059,0.827600359916687,0.772828996181488,0.9120215773582458,0.9628300666809082,16918.0,85932.0,4973.0,1632.0
0.7194563746452332,0.8244720101356506,0.6742658615112305,0.8823423981666565,0.9396313428878784,59034.0,342340.0,28519.0,7872.0,0.537121057510376,0.827600359916687,0.7954410314559937,0.9343743324279785,0.971355676651001,17413.0,86341.0,4478.0,1223.0
0.6308442950248718,0.8269162774085999,0.7238815426826477,0.9055164456367493,0.954216718673706,63378.0,343599.0,24175.0,6613.0,0.49362805485725403,0.827600359916687,0.7890914082527161,0.9437281489372253,0.9754050374031067,17274.0,86534.0,4617.0,1030.0
0.5699417591094971,0.8315762877464294,0.7501970529556274,0.9242004156112671,0.9630768895149231,65682.0,344825.0,21871.0,5387.0,0.42834165692329407,0.8307066559791565,0.8085057735443115,0.9373973608016968,0.9772457480430603,17699.0,86382.0,4192.0,1182.0
0.5298663377761841,0.8417986631393433,0.7674894332885742,0.9316474199295044,0.9670439958572388,67196.0,345282.0,20357.0,4930.0,0.41817477345466614,0.8900918364524841,0.789776623249054,0.9541390538215637,0.9810059666633606,17289.0,86733.0,4602.0,831.0
0.48883360624313354,0.8535515666007996,0.7911322116851807,0.9325488805770874,0.9706946611404419,69266.0,345202.0,18287.0,5010.0,0.3545078635215759,0.8905029296875,0.858526349067688,0.9469918608665466,0.984462559223175,18794.0,86512.0,3097.0,1052.0
0.4601916968822479,0.8597421050071716,0.8058890104293823,0.9344564080238342,0.9733561873435974,70558.0,345263.0,16995.0,4949.0,0.34729576110839844,0.8906856775283813,0.8626376390457153,0.956733226776123,0.9856418371200562,18884.0,86710.0,3007.0,854.0
0.4471112787723541,0.8626431822776794,0.8096238970756531,0.935528576374054,0.9743669629096985,70885.0,345327.0,16668.0,4885.0,0.33506277203559875,0.8908683657646179,0.8711342811584473,0.9523571729660034,0.9863609671592712,19070.0,86610.0,2821.0,954.0
0.43431782722473145,0.86527019739151,0.8182814717292786,0.9353604912757874,0.9755604267120361,71643.0,345261.0,15910.0,4951.0,0.3082283139228821,0.89082270860672,0.8808642625808716,0.9453377723693848,0.987534761428833,19283.0,86449.0,2608.0,1115.0
0.42061811685562134,0.8694505095481873,0.8209084868431091,0.9359560608863831,0.9768089056015015,71873.0,345294.0,15680.0,4918.0,0.31650951504707336,0.8899548053741455,0.8736466765403748,0.954960823059082,0.9877198338508606,19125.0,86662.0,2766.0,902.0
0.41147175431251526,0.8714264631271362,0.8279099464416504,0.9359553456306458,0.9775421619415283,72486.0,345252.0,15067.0,4960.0,0.31950557231903076,0.890777051448822,0.874834418296814,0.952028214931488,0.9880535006523132,19151.0,86599.0,2740.0,965.0
0.39961951971054077,0.872911274433136,0.8336893320083618,0.9344530701637268,0.9782989025115967,72992.0,345092.0,14561.0,5120.0,0.2877579629421234,0.8915992975234985,0.8829199075698853,0.9484273195266724,0.9887537956237793,19328.0,86513.0,2563.0,1051.0
0.3945404887199402,0.8743732571601868,0.8362591862678528,0.933842658996582,0.9787817001342773,73217.0,345025.0,14336.0,5187.0,0.2871946692466736,0.8918277025222778,0.8832853436470032,0.9473787546157837,0.988952100276947,19336.0,86490.0,2555.0,1074.0
0.38439032435417175,0.87605220079422,0.8385435342788696,0.9359757304191589,0.9796535968780518,73417.0,345190.0,14136.0,5022.0,0.2962816059589386,0.8904115557670593,0.8738294243812561,0.9547314643859863,0.9886438250541687,19129.0,86657.0,2762.0,907.0
0.38590651750564575,0.8761550188064575,0.8393658995628357,0.9339882731437683,0.9795440435409546,73489.0,345018.0,14064.0,5194.0,0.28133225440979004,0.8961216807365417,0.8844273686408997,0.9514472484588623,0.9894345998764038,19361.0,86576.0,2530.0,988.0
0.37743034958839417,0.8778911232948303,0.8420842289924622,0.9356693029403687,0.9802626967430115,73727.0,345143.0,13826.0,5069.0,0.27581048011779785,0.8948882818222046,0.8838335275650024,0.9534322023391724,0.9898619651794434,19348.0,86619.0,2543.0,945.0
0.3724941611289978,0.8800041079521179,0.8441287279129028,0.9340056777000427,0.9806426167488098,73906.0,344990.0,13647.0,5222.0,0.2689747214317322,0.8991823196411133,0.8857064843177795,0.9508606791496277,0.9901949763298035,19389.0,86562.0,2502.0,1002.0
0.3718826472759247,0.8818772435188293,0.8434548377990723,0.9338147044181824,0.9805572628974915,73847.0,344978.0,13706.0,5234.0,0.2697303593158722,0.9002329707145691,0.884610116481781,0.9530957937240601,0.9900188446044922,19365.0,86611.0,2526.0,953.0
0.36523139476776123,0.8831222057342529,0.8456363677978516,0.9347169995307922,0.9810574054718018,74038.0,345041.0,13515.0,5171.0,0.26863983273506165,0.9021972417831421,0.8854780793190002,0.9533271193504333,0.9899611473083496,19384.0,86615.0,2507.0,949.0
0.3611533045768738,0.8844699859619141,0.8467899560928345,0.9336699843406677,0.9813635349273682,74139.0,344945.0,13414.0,5267.0,0.2649140954017639,0.9038874506950378,0.8847471475601196,0.9534311294555664,0.9902471303939819,19368.0,86618.0,2523.0,946.0
